"files","basin","event.size.mm"
"Cdata_id_12115000.mat","12115000",13.6831791632779
"Cdata_id_12115500.mat","12115500",14.2542445105737
"Cdata_id_12117000.mat","12117000",12.2857939671467
"Cdata_id_12145500.mat","12145500",10.6438633359939
"Cdata_id_12147500.mat","12147500",14.8896707620101
"Cdata_id_12147600.mat","12147600",16.5383765977623
"Cdata_id_12167000.mat","12167000",12.2213593936107
"Cdata_id_12175500.mat","12175500",11.4067074374635
"Cdata_id_12178100.mat","12178100",13.1282207705081
"Cdata_id_12186000.mat","12186000",11.8691529310369
"Cdata_id_12189500.mat","12189500",10.0832778747298
"Cdata_id_12358500.mat","12358500",5.55811847032372
"Cdata_id_12390700.mat","12390700",6.72388076443319
"Cdata_id_12411000.mat","12411000",7.17870528659006
"Cdata_id_12414500.mat","12414500",6.87658030759084
"Cdata_id_12447390.mat","12447390",7.82054895189937
"Cdata_id_12451000.mat","12451000",9.90380547929397
"Cdata_id_12488500.mat","12488500",9.92139594200914
"Cdata_id_13011500.mat","13011500",5.61847374433373
"Cdata_id_13011900.mat","13011900",5.03977393125526
"Cdata_id_13018300.mat","13018300",7.32604623648386
"Cdata_id_13023000.mat","13023000",5.64480510508519
"Cdata_id_13083000.mat","13083000",6.07893548883678
"Cdata_id_13161500.mat","13161500",4.74479738498526
"Cdata_id_13235000.mat","13235000",7.19678236677713
"Cdata_id_13240000.mat","13240000",9.93447685024236
"Cdata_id_13313000.mat","13313000",9.47938389453255
"Cdata_id_13331500.mat","13331500",6.70727858157071
"Cdata_id_13337000.mat","13337000",6.37181038125949
"Cdata_id_13338500.mat","13338500",4.6597079457562
"Cdata_id_13340000.mat","13340000",4.69059504212136
"Cdata_id_13340600.mat","13340600",6.89391208911854
"Cdata_id_14020000.mat","14020000",7.51032687816188
"Cdata_id_14137000.mat","14137000",11.5015853801934
"Cdata_id_14138800.mat","14138800",16.7381446851502
"Cdata_id_14138870.mat","14138870",17.7293598346602
"Cdata_id_14138900.mat","14138900",18.7754632202922
"Cdata_id_14139800.mat","14139800",15.6355069258979
"Cdata_id_14141500.mat","14141500",14.0894223395793
"Cdata_id_14154500.mat","14154500",9.6624201261258
"Cdata_id_14158500.mat","14158500",13.7872462775566
"Cdata_id_14158790.mat","14158790",14.4141894951273
"Cdata_id_14166500.mat","14166500",10.3190580969239
"Cdata_id_14182500.mat","14182500",12.765273419479
"Cdata_id_14185000.mat","14185000",11.5589170296969
"Cdata_id_14185900.mat","14185900",13.6877892524174
"Cdata_id_14222500.mat","14222500",13.6998596025873
"Cdata_id_14236200.mat","14236200",10.4439426127036
"Cdata_id_14301000.mat","14301000",9.91944756543312
"Cdata_id_14305500.mat","14305500",13.1252001920336
"Cdata_id_14306500.mat","14306500",11.8101201753673
"Cdata_id_14309500.mat","14309500",11.5597119095219
"Cdata_id_14316700.mat","14316700",9.97785274260254
"Cdata_id_14325000.mat","14325000",16.1680176901529
"Cdata_id_14400000.mat","14400000",14.620744791851
